mashup_id,api_id,split
1556,4998,train
1560,2729,train
1561,943,train
1561,22438,train
1561,421,train
1561,294,train
1561,1560,train
1561,3946,train
1563,241,train
1563,23169,train
1567,377,train
1567,241,train
1567,449,train
1568,22570,train
1570,1559,train
1571,2729,train
1578,267,train
1579,241,train
1579,961,train
1579,237,train
1580,241,train
1581,294,train
1582,4037,train
1585,85,train
1585,482,train
1587,430,train
1588,930,train
1588,1994,train
1588,6456,train
1588,7694,train
1588,4033,train
1588,6469,train
1588,6700,train
1590,421,train
1591,421,train
1591,294,train
1591,258,train
1593,22042,train
1594,23038,train
1594,237,train
1594,3817,train
1596,954,train
1596,2622,train
1596,3725,train
1596,2656,train
1597,161,train
1600,482,train
1600,117,train
1601,241,train
1601,21730,train
1601,236,train
1602,258,train
1603,482,train
1603,117,train
1603,2880,train
1604,5028,train
1606,1605,train
1606,5042,train
1608,22042,train
1609,22204,train
1609,936,train
1609,241,train
1609,5628,train
1609,256,train
1609,922,train
1610,3817,train
1611,482,train
1611,117,train
1611,2880,train
1612,258,train
1615,241,train
1615,258,train
1616,241,train
1616,23006,train
1617,3646,train
1618,421,train
1618,237,train
1618,922,train
1619,246,train
1620,22438,train
1620,22901,train
1620,3308,train
1620,203,train
1620,3988,train
1620,4693,train
1621,258,train
1624,482,train
1625,950,train
1625,1198,train
1625,203,train
1625,337,train
1626,482,train
1626,117,train
1626,2880,train
1627,294,train
1627,482,train
1627,117,train
1628,22524,train
1628,22879,train
1628,2879,train
1630,421,train
1630,258,train
1630,22929,train
1630,6521,train
1631,482,train
1633,421,train
1633,294,train
1634,258,train
1635,258,train
1636,67,train
1636,331,train
1637,482,train
1637,117,train
1638,482,train
1638,2880,train
1639,21899,train
1639,421,train
1640,331,train
1640,6630,train
1640,1550,train
1640,959,train
1640,445,train
1641,23038,train
1641,3817,train
1642,517,train
1643,482,train
1645,7537,train
1645,7714,train
1645,6718,train
1647,1610,train
1647,246,train
1650,241,train
1650,394,train
1650,946,train
1650,22676,train
1651,237,train
1651,482,train
1651,117,train
1652,421,train
1652,294,train
1652,258,train
1652,246,train
1653,421,train
1653,258,train
1653,22929,train
1654,294,train
1655,5006,train
1656,482,train
1656,117,train
1657,241,train
1658,482,train
1658,117,train
1659,1566,train
1660,445,train
1660,294,train
1660,5939,train
1660,5538,train
1661,482,train
1661,117,train
1662,241,train
1662,294,train
1662,1554,train
1663,241,train
1663,23038,train
1664,241,train
1665,294,train
1666,421,train
1666,294,train
1667,23038,train
1667,6441,train
1667,5344,train
1669,482,train
1669,2661,train
1670,241,train
1671,482,train
1672,421,train
1672,482,train
1672,117,train
1673,241,train
1673,421,train
1674,482,train
1674,117,train
1675,948,train
1675,6441,train
1675,6579,train
1677,294,train
1677,267,train
1677,258,train
1678,482,train
1678,117,train
1679,482,train
1679,117,train
1680,482,train
1681,294,train
1681,1543,train
1682,241,train
1682,5601,train
1683,241,train
1683,421,train
1683,2886,train
1684,267,train
1684,258,train
1687,4998,train
1688,331,train
1688,421,train
1688,922,train
1688,22818,train
1688,23504,train
1689,5040,train
1689,2879,train
1690,241,train
1690,421,train
1690,922,train
1691,482,train
1691,117,train
1692,421,train
1692,294,train
1692,482,train
1692,117,train
1693,237,train
1693,482,train
1694,241,train
1695,482,train
1695,117,train
1697,421,train
1697,294,train
1697,482,train
1697,117,train
1698,22042,train
1699,7531,train
1700,241,train
1701,421,train
1701,294,train
1701,923,train
1701,5621,train
1701,7532,train
1701,1606,train
1701,922,train
1702,482,train
1702,117,train
1703,445,train
1703,21899,train
1703,331,train
1703,1282,train
1703,3360,train
1703,22566,train
1703,1566,train
1703,23086,train
1703,1344,train
1703,3732,train
1704,4842,train
1704,4769,train
1704,6509,train
1704,4234,train
1704,3570,train
1705,241,train
1705,294,train
1706,1545,train
1706,22856,train
1707,294,train
1707,5611,train
1709,1539,train
1709,6469,train
1709,7333,train
1709,1626,train
1710,4037,train
1711,336,train
1711,2651,train
1712,241,train
1713,482,train
1713,117,train
1714,445,train
1714,421,train
1714,1605,train
1718,22042,train
1719,1322,train
1721,67,train
1722,21981,train
1723,482,train
1723,117,train
1724,22042,train
1725,421,train
1725,294,train
1725,482,train
1725,117,train
1726,482,train
1727,22438,train
1727,421,train
1727,294,train
1728,421,train
1728,294,train
1729,421,train
1729,294,train
1729,482,train
1729,117,train
1729,2880,train
1730,241,train
1730,331,train
1731,241,train
1732,241,train
1732,1545,train
1732,267,train
1732,5609,train
1733,482,train
1734,237,train
1735,482,train
1735,117,train
1736,363,train
1738,1361,train
1739,421,train
1739,128,train
1740,1587,train
1740,7272,train
1741,2737,train
1742,482,train
1742,1539,train
1743,294,train
1743,1554,train
1743,923,train
1743,2661,train
1743,117,train
1744,482,train
1744,117,train
1745,1539,train
1745,6469,train
1745,7333,train
1745,1626,train
1745,5556,train
1746,482,train
1746,117,train
1747,22438,train
1747,331,train
1747,1145,train
1748,241,train
1749,421,train
1749,237,train
1749,482,train
1750,421,train
1750,294,train
1750,482,train
1750,117,train
1751,482,train
1751,117,train
1752,294,train
1753,23038,train
1753,922,train
1754,241,train
1754,294,train
1754,1554,train
1754,237,train
1755,241,train
1756,482,train
1757,482,train
1758,482,train
1758,117,train
1759,22606,train
1761,241,train
1761,294,train
1761,2612,train
1761,482,train
1761,117,train
1761,431,train
1762,5146,train
1763,294,train
1763,923,train
1763,21845,train
1764,85,train
1764,22980,train
1764,22325,train
1764,1587,train
1765,294,train
1765,2741,train
1766,1555,train
1767,377,train
1767,191,train
1767,331,train
1767,67,train
1767,294,train
1767,5712,train
1767,1550,train
1767,1560,train
1767,2600,train
1767,3730,train
1767,258,train
1767,769,train
1767,5035,train
1767,7688,train
1767,437,train
1767,7249,train
1768,377,train
1768,482,train
1769,482,train
1770,482,train
1770,117,train
1771,482,train
1772,241,train
1772,948,train
1772,2874,train
1772,1596,train
1772,5007,train
1773,5609,train
1773,922,train
1774,961,train
1774,1533,train
1774,22547,train
1774,1566,train
1775,294,train
1775,482,train
1776,22879,train
1777,421,train
1777,294,train
1777,482,train
1777,117,train
1778,267,train
1778,482,train
1778,7726,train
1779,421,train
1779,294,train
1779,482,train
1779,117,train
1780,5594,train
1780,22780,train
1780,482,train
1781,67,train
1781,21821,train
1782,482,train
1782,117,train
1783,67,train
1783,966,train
1783,294,train
1783,23183,train
1783,922,train
1783,22676,train
1784,377,train
1785,482,train
1786,23026,train
1787,2667,train
1788,2333,train
1788,22042,train
1789,482,train
1790,241,train
1790,294,train
1791,241,train
1791,258,train
1792,7279,train
1793,267,train
1793,5146,train
1793,5601,train
1794,241,train
1794,1635,train
1794,6512,train
1795,482,train
1796,482,train
1796,117,train
1797,482,train
1798,482,train
1799,421,train
1799,959,train
1799,2331,train
1799,2722,train
1799,922,train
1799,22676,train
1800,377,train
1800,241,train
1800,1302,train
1801,241,train
1802,4998,train
1803,241,train
1804,482,train
1805,331,train
1805,421,train
1805,294,train
1805,948,train
1805,923,train
1806,294,train
1807,246,train
1808,331,train
1808,421,train
1808,294,train
1808,7741,train
1808,232,train
1808,22914,train
1809,2884,train
1809,237,train
1810,241,train
1811,148,train
1812,5149,train
1813,5606,train
1813,7346,train
1814,482,train
1814,117,train
1815,258,train
1816,421,train
1816,22736,train
1816,5598,train
1816,3817,train
1817,482,train
1817,117,train
1818,482,train
1818,117,train
1819,1298,train
1819,267,train
1819,482,train
1819,1596,train
1820,482,train
1821,482,train
1822,482,train
1822,117,train
1823,5598,train
1824,421,train
1824,482,train
1824,117,train
1825,241,train
1825,267,train
1826,241,train
1827,4513,train
1828,5606,train
1828,7346,train
1829,294,train
1830,2722,train
1831,294,train
1832,482,train
1833,445,train
1833,5631,train
1833,2661,train
1833,2880,train
1833,22676,train
1834,2882,train
1834,2603,train
1834,3842,train
1834,23384,train
1834,179,train
1834,390,train
1835,237,train
1835,482,train
1836,237,train
1836,482,train
1836,117,train
1837,294,train
1837,6467,train
1837,237,train
1838,89,train
1839,21756,train
1840,3937,train
1841,331,train
1842,258,train
1843,5598,train
1844,421,train
1844,294,train
1844,482,train
1844,117,train
1845,1560,train
1846,294,train
1846,482,train
1846,117,train
1847,482,train
1847,117,train
1848,85,train
1848,482,train
1848,117,train
1849,85,train
1849,482,train
1849,117,train
1850,482,train
1851,943,train
1851,421,train
1851,161,train
1851,22823,train
1851,23121,train
1851,1571,train
1852,294,train
1852,132,train
1853,5,train
1854,241,train
1854,331,train
1854,394,train
1854,1533,train
1855,294,train
1855,5006,train
1856,241,train
1856,258,train
1858,241,train
1858,5037,train
1859,482,train
1860,482,train
1860,117,train
1861,377,train
1861,331,train
1861,294,train
1861,161,train
1861,1569,train
1861,258,train
1861,22367,train
1861,22929,train
1861,3725,train
1861,246,train
1861,922,train
1862,1551,train
1862,132,train
1864,241,train
1864,1533,train
1864,1063,train
1864,3889,train
1865,930,train
1865,241,train
1865,294,train
1866,482,train
1867,2335,train
1867,22884,train
1868,482,train
1868,117,train
1869,1291,train
1869,1606,train
1870,377,train
1870,943,train
1870,22901,train
1870,421,train
1870,1235,train
1870,1291,train
1870,203,train
1870,22367,train
1871,1539,train
1871,3516,train
1872,964,train
1872,132,train
1873,22980,train
1873,4998,train
1874,241,train
1874,7690,train
1875,241,train
1875,7690,train
1876,331,train
1877,241,train
1877,1596,train
1877,946,train
1877,1635,train
1878,85,train
1878,482,train
1879,482,train
1880,482,train
1881,258,train
1881,21978,train
1882,959,train
1882,2880,train
1882,23006,train
1883,482,train
1883,117,train
1884,294,train
1884,482,train
1884,117,train
1884,946,train
1885,421,train
1885,482,train
1886,482,train
1886,117,train
1887,482,train
1888,2882,train
1888,22524,train
1888,23038,train
1889,482,train
1889,117,train
1890,5621,train
1891,421,train
1891,482,train
1891,117,train
1892,22164,train
1893,241,train
1894,331,train
1894,1605,train
1895,22524,train
1895,2603,train
1896,377,train
1896,132,train
1897,331,train
1897,421,train
1897,294,train
1898,482,train
1899,237,train
1899,482,train
1899,117,train
1900,241,train
1901,482,train
1901,117,train
1902,482,train
1902,117,train
1903,482,train
1904,482,train
1905,482,train
1906,482,train
1907,294,train
1908,294,train
1909,241,train
1909,23038,train
1909,1571,train
1910,4998,train
1911,5043,train
1912,324,train
1913,377,train
1913,241,train
1913,331,train
1913,294,train
1913,258,train
1914,324,train
1914,482,train
1915,5601,train
1916,445,train
1916,241,train
1917,5601,train
1918,241,train
1919,377,train
1919,421,train
1919,294,train
1919,1550,train
1919,520,train
1919,258,train
1919,246,train
1920,237,train
1920,482,train
1921,241,train
1921,22164,train
1921,421,train
1922,67,train
1922,430,train
1922,5021,train
1923,4998,train
1924,421,train
1925,482,train
1926,482,train
1927,482,train
1927,117,train
1928,482,train
1929,482,train
1930,482,train
1930,117,train
1930,6466,train
1931,421,train
1931,482,train
1932,132,train
1934,4998,train
1935,294,train
1936,241,train
1938,241,train
1938,331,train
1938,394,train
1938,1533,train
1938,1291,train
1938,3889,train
1939,7279,train
1940,191,train
1940,241,train
1940,23482,train
1940,22879,train
1940,2600,train
1940,147,train
1940,23290,train
1940,5041,train
1940,23444,train
1941,21778,train
1942,1600,train
1943,241,train
1944,237,train
1944,482,train
1944,117,train
1945,22524,train
1945,7534,train
1946,241,train
1946,3955,train
1946,3940,train
1946,946,train
1947,4998,train
1948,331,train
1948,923,train
1948,3326,train
1949,482,train
1950,3346,train
1951,331,train
1951,421,train
1952,482,train
1953,421,train
1953,294,train
1953,482,train
1953,117,train
1954,482,train
1954,117,train
1955,237,train
1955,482,train
1955,117,train
1956,482,train
1957,241,train
1957,421,train
1958,241,train
1958,5611,train
1959,950,train
1959,421,train
1960,241,train
1960,246,train
1961,294,train
1961,5040,train
1962,363,train
1962,421,train
1962,130,train
1963,241,train
1963,23290,train
1963,1563,train
1963,946,train
1964,930,train
1964,161,train
1965,525,train
1966,482,train
1966,5036,train
1967,258,train
1968,241,train
1968,331,train
1969,482,train
1970,482,train
1970,117,train
1971,482,train
1971,117,train
1972,232,train
1973,241,train
1974,203,train
1975,482,train
1975,117,train
1976,1579,train
1977,377,train
1978,482,train
1979,241,train
1980,22438,train
1980,294,train
1981,377,train
1981,445,train
1981,21899,train
1981,22438,train
1981,241,train
1981,331,train
1981,67,train
1981,1555,train
1981,421,train
1981,926,train
1981,267,train
1981,948,train
1981,1540,train
1981,449,train
1981,1559,train
1981,203,train
1981,7715,train
1981,7277,train
1981,301,train
1982,943,train
1982,241,train
1982,394,train
1982,934,train
1982,925,train
1982,237,train
1982,21878,train
1982,1291,train
1982,23290,train
1982,1563,train
1982,3940,train
1982,5007,train
1982,946,train
1983,241,train
1983,1539,train
1983,21725,train
1984,421,train
1985,421,train
1985,237,train
1985,482,train
1986,1533,train
1987,421,train
1987,482,train
1988,23029,train
1989,232,train
1990,421,train
1990,2733,train
1991,258,train
1992,482,train
1993,6588,train
1994,482,train
1994,117,train
1995,67,train
1996,241,train
1997,241,train
1997,421,train
1998,241,train
1998,23290,train
1998,3940,train
2000,445,train
2000,523,train
2000,2886,train
2001,482,train
2002,482,train
2002,117,train
2003,1559,train
2003,21698,train
2004,445,train
2005,241,train
2005,948,train
2005,23026,train
2006,241,train
2006,294,train
2007,241,train
2007,23290,train
2008,943,train
2009,445,train
2009,331,train
2009,363,train
2009,421,train
2009,130,train
2009,294,train
2009,2612,train
2009,286,train
2009,21975,train
2010,1600,train
2011,482,train
2012,241,train
2012,23038,train
2012,3940,train
2013,23012,train
2014,22524,train
2015,294,train
2015,6532,train
2016,241,train
2016,294,train
2017,23333,train
2018,482,train
2019,241,train
2019,6582,train
2020,294,train
2021,294,train
2021,482,train
2021,117,train
2022,4714,train
2022,5043,train
2023,445,train
2024,331,train
2024,67,train
2024,5162,train
2025,1282,train
2026,530,train
2026,7272,train
2027,241,train
2028,331,train
2028,294,train
2029,331,train
2029,67,train
2029,21965,train
2029,6445,train
2029,18,train
2030,241,train
2030,130,train
2030,294,train
2030,1183,train
2031,336,train
2031,6466,train
2032,7721,train
2033,241,train
2033,237,train
2033,1291,train
2033,258,train
2034,4243,train
2034,4241,train
2035,377,train
2035,2056,train
2035,294,train
2035,1222,train
2035,2758,train
2035,3946,train
2035,5157,train
2036,85,train
2037,294,train
2037,2603,train
2037,5624,train
2038,482,train
2039,7359,train
2040,6135,train
2041,421,train
2042,241,train
2043,445,train
2044,5042,train
2045,943,train
2045,331,train
2045,421,train
2045,1291,train
2045,203,train
2046,241,train
2046,23290,train
2046,258,train
2047,241,train
2047,23221,train
2047,421,train
2047,922,train
2047,22676,train
2048,241,train
2048,237,train
2048,482,train
2049,241,train
2049,416,train
2049,946,train
2050,237,train
2050,482,train
2051,22042,train
2052,237,train
2052,203,train
2052,6441,train
2052,5347,train
2053,776,train
2054,23183,train
2055,2633,train
2055,336,train
2056,22438,train
2056,241,train
2056,4841,train
2057,241,train
2057,331,train
2057,1550,train
2058,241,train
2058,5007,train
2059,241,train
2060,22879,train
2061,377,train
2061,445,train
2061,21899,train
2061,241,train
2061,331,train
2061,67,train
2061,1282,train
2061,421,train
2061,22624,train
2061,23482,train
2061,267,train
2061,1615,train
2061,1550,train
2061,161,train
2061,959,train
2061,4997,train
2061,23222,train
2061,22879,train
2061,2741,train
2061,2600,train
2061,23119,train
2061,203,train
2061,68,train
2061,258,train
2061,1173,train
2061,1315,train
2061,3889,train
2061,1605,train
2061,246,train
2062,7350,train
2063,294,train
2063,6663,train
2064,482,train
2065,21899,train
2065,1566,train
2066,241,train
2066,294,train
2066,23090,train
2066,22676,train
2067,241,train
2068,241,train
2068,294,train
2069,241,train
2070,294,train
2070,1559,train
2070,5621,train
2071,421,train
2071,23183,train
2072,7350,train
2073,7719,train
2073,7262,train
2074,67,train
2074,23183,train
2075,22438,train
2075,22968,train
2076,421,train
2076,1291,train
2076,22840,train
2077,421,train
2078,241,train
2078,421,train
2079,21821,train
2079,22934,train
2080,6663,train
2081,711,train
2082,7255,train
2083,241,train
2083,421,train
2083,294,train
2084,294,train
2085,22934,train
2085,142,train
2086,4719,train
2086,2753,train
2086,382,train
2087,117,train
2087,22229,train
2088,1179,train
2088,22968,train
2089,482,train
2090,294,train
2091,7255,train
2092,22524,train
2093,191,train
2093,22438,train
2093,3753,train
2093,3744,train
2093,21866,train
2093,203,train
2094,331,train
2094,394,train
2094,21901,train
2095,377,train
2095,922,train
2096,776,train
2097,294,train
2097,482,train
2097,117,train
2098,241,train
2098,5599,train
2098,1533,train
2098,5019,train
2099,4999,train
2100,241,train
2100,246,train
2101,241,train
2102,241,train
2103,237,train
2103,5035,train
2104,241,train
2104,294,train
2105,22042,train
2106,294,train
2106,23462,train
2107,1596,train
2107,128,train
2108,241,train
2109,445,train
2109,394,train
2109,23482,train
2109,926,train
2109,3950,train
2109,1291,train
2109,21725,train
2110,294,train
2111,377,train
2111,2881,train
2112,67,train
2112,23183,train
2113,936,train
2113,241,train
2113,267,train
2113,5146,train
2113,245,train
2113,22584,train
2114,925,train
2114,22968,train
2115,445,train
2115,237,train
2115,6441,train
2116,241,train
2116,294,train
2117,23038,train
2117,922,train
2118,294,train
2119,241,train
2120,1551,train
2120,445,train
2120,67,train
2120,22364,train
2120,5155,train
2120,23183,train
2121,237,train
2122,241,train
2123,241,train
2123,294,train
2124,67,train
2124,23183,train
2125,23183,train
2126,331,train
2126,67,train
2126,21654,train
2127,85,train
2128,117,train
2129,130,train
2129,294,train
2129,246,train
2130,421,train
2131,5019,train
2132,923,train
2132,6463,train
2132,258,train
2132,1543,train
2133,948,train
2133,449,train
2134,241,train
2134,22968,train
2135,237,train
2135,1595,train
2137,23532,train
2138,241,train
2138,3937,train
2139,1554,train
2139,6452,train
2140,377,train
2140,331,train
2140,2641,train
2140,363,train
2140,421,train
2140,934,train
2140,2616,train
2141,1282,train
2141,1566,train
2141,203,train
2142,520,train
2143,22438,train
2144,377,train
2144,421,train
2144,1559,train
2145,377,train
2145,241,train
2145,394,train
2145,421,train
2146,241,train
2146,23290,train
2146,7718,train
2146,6534,train
2147,241,train
2148,294,train
2148,22229,train
2149,294,train
2149,23038,train
2150,241,train
2150,430,train
2150,21730,train
2150,946,train
2150,922,train
2151,7723,train
2152,258,train
2154,19,train
2156,246,train
2156,22661,train
2156,22069,train
2156,437,train
2156,22866,train
2157,22524,train
2158,67,train
2158,23183,train
2159,2615,train
2159,22968,train
2160,331,train
2160,294,train
2160,1547,train
2160,22021,train
2160,2745,train
2160,7266,train
2160,22057,train
2161,3730,train
2162,331,train
2162,23183,train
2163,241,train
2163,394,train
2163,267,train
2164,421,train
2164,294,train
2165,377,train
2165,241,train
2165,421,train
2165,7260,train
2166,22522,train
2166,23091,train
2167,394,train
2167,421,train
2167,294,train
2167,926,train
2167,161,train
2167,1560,train
2167,3950,train
2167,23236,train
2167,237,train
2167,4024,train
2167,1291,train
2167,21821,train
2167,22056,train
2167,22367,train
2167,7532,train
2167,22676,train
2168,241,train
2168,294,train
2169,67,train
2169,294,train
2169,161,train
2169,2622,train
2169,258,train
2169,22367,train
2169,3725,train
2169,23153,train
2169,922,train
2169,5611,train
2170,482,train
2170,776,train
2171,294,train
2171,22229,train
2172,482,train
2173,241,train
2173,363,train
2173,1554,train
2173,1563,train
2173,3940,train
2174,22438,train
2174,241,train
2174,1615,train
2175,5024,train
2175,482,train
2175,7709,train
2176,241,train
2176,331,train
2177,22524,train
2178,5,train
2178,203,train
2179,482,train
2179,117,train
2180,22524,train
2181,1703,train
2181,482,train
2182,241,train
2182,22968,train
2183,482,train
2183,117,train
2184,1703,train
2184,482,train
2185,294,train
2186,22438,train
2187,482,train
2187,117,train
2188,67,train
2188,23183,train
2189,241,train
2189,331,train
2189,294,train
2189,22524,train
2189,449,train
2189,5021,train
2189,946,train
2189,922,train
2189,22676,train
2190,3725,train
2191,22438,train
2191,241,train
2191,1302,train
2191,946,train
2192,449,train
2192,22968,train
2193,482,train
2193,117,train
2194,961,train
2194,22547,train
2194,2886,train
2195,482,train
2195,117,train
2196,331,train
2196,421,train
2196,294,train
2196,1560,train
2196,22879,train
2196,5619,train
2196,258,train
2196,22929,train
2196,423,train
2196,246,train
2196,437,train
2197,161,train
2198,241,train
2199,241,train
2199,246,train
2200,241,train
2200,23038,train
2200,1554,train
2200,1291,train
2200,922,train
2200,22676,train
2201,241,train
2201,421,train
2201,946,train
2201,922,train
2202,117,train
2203,5004,train
2204,241,train
2204,294,train
2205,22524,train
2205,7534,train
2206,482,train
2206,117,train
2207,294,train
2207,5624,train
2208,445,train
2208,22016,train
2208,331,train
2208,421,train
2208,6135,train
2208,2886,train
2209,482,train
2210,377,train
2210,331,train
2210,23221,train
2210,421,train
2210,130,train
2210,294,train
2210,267,train
2210,5021,train
2211,930,train
2211,161,train
2211,6456,train
2211,7694,train
2212,926,train
2212,23438,train
2213,241,train
2213,112,train
2214,67,train
2214,21678,train
2214,1605,train
2214,2886,train
2215,482,train
2215,117,train
2216,482,train
2216,2661,train
2216,117,train
2217,482,train
2217,117,train
2218,294,train
2219,6519,train
2220,246,train
2220,22661,train
2220,22069,train
2220,437,train
2220,22866,train
2221,241,train
2221,237,train
2222,331,train
2223,331,train
2224,959,train
2224,22432,train
2225,1545,train
2225,23038,train
2226,241,train
2227,482,train
2227,1265,train
2227,258,train
2228,22879,train
2228,2879,train
2229,959,train
2230,5149,train
2231,2882,train
2231,22524,train
2232,482,train
2232,117,train
2233,482,train
2233,117,train
2234,421,train
2234,294,train
2234,482,train
2234,117,train
2235,482,train
2235,117,train
2236,294,train
2236,948,train
2237,421,train
2237,294,train
2237,482,train
2237,117,train
2238,383,train
2238,3744,train
2239,445,train
2239,237,train
2240,269,train
2241,1618,train
2242,1554,train
2242,203,train
2243,482,train
2244,1559,train
2245,241,train
2245,22524,train
2245,946,train
2246,237,train
2247,7359,train
2248,161,train
2249,241,train
2249,5596,train
2249,23038,train
2249,1576,train
2249,1291,train
2249,5151,train
2249,21725,train
2249,946,train
2249,22676,train
2250,22524,train
2251,331,train
2251,922,train
2252,269,train
2253,21899,train
2253,2747,train
2254,241,train
2254,1533,train
2255,3275,train
2255,482,train
2255,2661,train
2255,2880,train
2256,294,train
2257,241,train
2257,420,train
2257,946,train
2258,482,train
2258,117,train
2259,2642,train
2260,1559,train
2261,331,train
2261,67,train
2262,421,train
2262,294,train
2262,482,train
2262,117,train
2263,22524,train
2264,5149,train
2265,241,train
2265,258,train
2266,482,train
2266,117,train
2267,482,train
2267,117,train
2268,394,train
2268,21965,train
2268,3946,train
2268,5157,train
2268,1291,train
2268,2886,train
2268,922,train
2269,294,train
2269,5042,train
2270,377,train
2270,241,train
2271,377,train
2271,471,train
2271,3314,train
2271,421,train
2271,2615,train
2271,294,train
2271,22669,train
2271,1540,train
2271,4997,train
2271,5157,train
2271,21866,train
2271,1547,train
2271,3730,train
2271,5621,train
2271,4161,train
2271,203,train
2271,2341,train
2271,22891,train
2271,7603,train
2271,7719,train
2272,445,train
2273,22524,train
2274,715,train
2275,294,train
2275,1559,train
2276,241,train
2276,5343,train
2277,482,train
2278,482,train
2279,241,train
2279,258,train
2280,241,train
2281,241,train
2282,482,train
2282,117,train
2283,377,train
2283,445,train
2283,331,train
2283,22524,train
2283,2603,train
2283,2724,train
2284,5024,train
2284,294,train
2284,1547,train
2284,22021,train
2284,2745,train
2284,5029,train
2284,2880,train
2285,482,train
2285,117,train
2286,22929,train
2287,22909,train
2288,421,train
2289,22524,train
2290,449,train
2290,2874,train
2290,2285,train
2290,5007,train
2291,6538,train
2292,23157,train
2293,482,train
2294,23157,train
2295,421,train
2296,421,train
2296,294,train
2296,482,train
2297,926,train
2298,377,train
2298,331,train
2298,966,train
2298,2603,train
2298,1927,train
2298,923,train
2298,203,train
2298,21684,train
2299,5149,train
2300,482,train
2301,421,train
2301,482,train
2301,117,train
2302,22524,train
2303,954,train
2303,421,train
2303,294,train
2303,161,train
2303,2622,train
2303,3725,train
2304,2622,train
2304,6536,train
2305,241,train
2306,22322,train
2307,331,train
2307,923,train
2307,3326,train
2308,241,train
2309,241,train
2310,22524,train
2311,21899,train
2311,241,train
2311,421,train
2311,294,train
2311,22524,train
2311,7733,train
2311,2886,train
2312,299,train
2312,2874,train
2312,5007,train
2314,482,train
2315,241,train
2316,67,train
2317,331,train
2317,67,train
2317,959,train
2318,22438,train
2318,331,train
2318,1291,train
2318,922,train
2318,22676,train
2319,445,train
2319,421,train
2320,2874,train
2321,482,train
2321,117,train
2322,966,train
2323,2642,train
2324,6445,train
2325,241,train
2325,294,train
2326,482,train
2326,117,train
2327,241,train
2327,511,train
2328,237,train
2328,482,train
2328,117,train
